,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1960,stop_description
989,990,"Rüdersdorf, Thälmannstrasse",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,
990,991,Rüdesheimer Platz,u-bahn,"A II,B II","52.473333333333,13.314444444444",Q167147,967,Rüdesheimer Platz
991,992,Rügener Strasse,bus,"A61,A71,A14","52.544791277773946, 13.391067616355128",nan,968,Rügener Strasse
992,993,S-Bhf. Adlershof,strassenbahn,84,0,Q66363728,970,bus and tram stop S Adlershof
993,994,S-Bhf. Alexanderplatz,bus,"O30,A57,A9","52.52074877770386, 13.412147230655155",nan,971,S-Bhf. Alexanderplatz
994,995,S-Bhf. Baumschulenweg,bus,A47,"52.4674967534767, 13.489379882069517",nan,972,S-Bhf. Baumschulenweg
995,996,S-Bhf. Baumschulenweg,strassenbahn,"95,95P",,,,
996,997,S-Bhf. Biesdorf,bus,O37,"52.513432593832405, 13.555387279249894",nan,973,S-Bhf. Biesdorf
997,998,S-Bhf. Friedrichsfelde-Ost,bus,A43,"52.51324537165634, 13.524030584354616",nan,974,"S-Bhf. Friedrichsfelde-Ost, Marzahner Chaussee"
998,999,S-Bhf. Friedrichshagen,bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,
999,1000,S-Bhf. Friedrichshagen,strassenbahn,"84,87",0,Q66360784,975,S Friedrichshagen
1000,1001,S-Bhf. Greifswalder Strasse,strassenbahn,"74E,74",0,Q65548932,976,S Greifswalder Straße
1001,1002,S-Bhf. Grünau,bus,"AD/36,A38,AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.41361515857581, 13.573796290663196",nan,977,S-Bhf. Grünau
1002,1003,S-Bhf. Grünau,strassenbahn,86,,,,
1003,1004,S-Bhf. Jannowitzbrücke,strassenbahn,"64,11,82",,,,
1004,1005,S-Bhf. Karlshorst,strassenbahn,69,0,Q65952829,979,S Karlshorst
1005,1006,"S-Bhf. Kaulsdorf, Planitzstrasse",bus,A27,"52.51113864301491, 13.58755467300039",nan,980,"S-Bhf. Kaulsdorf, Planitzstrasse"
1006,1007,S-Bhf. Köpenick,bus,A27,"52.45882190200453, 13.579564677172508",nan,981,S-Bhf. Köpenick
1007,1008,S-Bhf. Köpenick,strassenbahn,"83,86,82",0,Q66370784,982,S Köpenick
1008,1009,S-Bhf. Mahlsdorf,bus,"A44,A44E","52.51234908870327, 13.61221793610957",nan,983,S-Bhf. Mahlsdorf
1009,1010,S-Bhf. Mahlsdorf,strassenbahn,83,"52.51221826761895, 13.612190748726157",nan,984,S-Bhf. Mahlsdorf
1010,1011,S-Bhf. Ostkreuz,strassenbahn,82,"52.50243021718411, 13.469020052690205",nan,985,S-Bhf. Ostkreuz
1011,1012,S-Bhf. Pankow,bus,A55,,,,
1012,1013,S-Bhf. Pankow,strassenbahn,"46,49,22",,,,
1013,1014,S-Bhf. Pankow-Heinersdorf,strassenbahn,49,"52.577507820515834, 13.427853061920917",nan,986,S-Bhf. Pankow-Heinersdorf
1014,1015,S-Bhf. Plänterwald,strassenbahn,"92,87",,,,
1015,1016,S-Bhf. Prenzlauer Allee,strassenbahn,"72,71",0,Q65219791,987,S Prenzlauer Allee
1016,1017,S-Bhf. Rahnsdorf,bus,"A22,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)","52.451628368326396, 13.691579101298974",nan,988,S-Bhf. Rahnsdorf
1017,1018,S-Bhf. Rummelsburg,bus,O30,"52.50179539105723, 13.478028581044718",nan,989,S-Bhf. Rummelsburg
1018,1019,S-Bhf. Schönhauser Allee,strassenbahn,"46,49,22",,,,
1019,1020,S-Bhf. Spindlersfeld,strassenbahn,84,0,Q66363397,992,S Spindlersfeld
1020,1021,"S-Bhf. Tremptower Park, Elsenstrasse",strassenbahn,92,,,,
1021,1022,S-Bhf. Treptower Park,bus,A47,"52.49403640886682, 13.460762565516704",nan,994,S-Bhf. Treptower Park
1022,1023,S-Bhf. Wilhelmshagen,bus,A22,"52.43886122089184, 13.721060252199655",nan,995,S-Bhf. Wilhelmshagen
1023,1024,Saaleckplatz,bus,A17,"52.41629158246214, 13.323941962356194",nan,997,Saaleckplatz
1024,1025,SaarBrücker Strasse,strassenbahn,"72,71","52.5285309565747, 13.417113687314579",nan,998,SaarBrücker Strasse
1025,1026,Saargem nder Strasse,bus,A18,"52.450918082089416, 13.270922488527036",nan,999,Saargemünder Strasse Ecke Clayallee
1026,1027,Saargemünder Strasse,bus,A11,,,,
1027,1028,Saatwinkler Damm,bus,A62,"52.54802938567344, 13.300569461587116",nan,1000,Saatwinkler Damm Ecke Kurt-Schumacher-Damm
1028,1029,Sadowastrasse,bus,"A8,A8E","52.482675472271694, 13.584833068425244",nan,1001,Sadowastrasse Ecke Ulmenstrasse
1029,1030,Samariterstr.,u-bahn,E,"52.514722222222,13.464444444444",Q552891,1003,Samariterstraße metro station
1030,1031,Savignyplatz,s-bahn,"KBS 101,KBS 102","52.5051746,13.3190659",Q554382,1006,Berlin Savignyplatz station
1031,1032,"Sch fersee, Pankower Allee",bus,A71,"52.56403098912502, 13.36417150367161",nan,1008,"Schäfersee, Pankower Allee"
1032,1033,Scharfestrasse,bus,A18,"52.43828828643976, 13.262213345971533",nan,1012,Scharfestrasse Ecke Clayallee
1033,1034,Scharnhorststrasse,bus,A57,,,,
1034,1035,Scharnhorststrasse Ecke Kieler Strasse,bus,A9,,,,
1035,1036,Scharnweberstr. (Eichborndamm),u-bahn,C I,"52.566944444444,13.312777777778",Q557586,1014,Scharnweberstraße
1036,1037,Scharnweberstrasse,bus,A21,"52.567891242257375, 13.31193029694028",nan,1015,Scharnweberstrasse Ecke Eichborndamm
1037,1038,"Schildow, Kirche",bus,A7,"52.63581867397586, 13.377719168374458",nan,1016,"Schildow, Kirche"
1038,1039,Schillingstr.,u-bahn,E,"52.566944444444,13.312777777778",Q557586,1019,Schillingstraße station
1039,1040,Schillingstrasse,bus,A61,"52.56595360108564, 13.320255053064429",nan,1020,Schillingstrasse Ecke Scharnweberstrasse
1040,1041,Schlachtensee,bus,A53,,,,
1041,1042,Schlachtensee,s-bahn,KBS 104,"52.4401,13.2153",Q800509,1021,Berlin-Schlachtensee station
1042,1043,Schlesisches Tor,u-bahn,"B II,B I","52.500833333333,13.441666666667",Q602282,1022,Schlesisches Tor
1043,1044,Schloss Glienicke,bus,A6,"52.41321315212787, 13.096214143840962",nan,1023,Schloss Glienicke
1044,1045,Schloss Ruhwald,bus,AS1,"52.521567840298836, 13.260569641184494",nan,1024,Schloss Ruhwald
1045,1046,Schloss Ruhwald,strassenbahn,"53,54","52.52160139428261, 13.260396465216335",nan,1025,Schloss Ruhwald
1046,1047,SchlossBrücke,bus,A65,"52.52277864874118, 13.300093422040403",nan,1026,SchlossBrücke
1047,1048,SchlossStrasse,bus,A32,"52.456909123066914, 13.320715400125325",nan,1027,SchlossStrasse Ecke Albrechtstrasse
1048,1049,Schlossstrasse,bus,A74,"52.46502319139203, 13.328512641123645",nan,1028,"Schlossstrasse, Walther-Schreiber-Platz"
1049,1050,Schlossstrasse,strassenbahn,"73,77,78,74","52.4649279288063, 13.328420834164818",nan,1029,Schlossstrasse
1050,1051,"Schlossstrasse, Wilhelm-Schreiber-Platz",bus,AS2,"52.46497175478016, 13.328534991548652",nan,1032,"Schlossstrasse, Walther-Schreiber-Platz"
1051,1052,Schloßstrasse Ecke Feuerbachstrasse,bus,A2,,,,
1052,1053,Schmargendorf,s-bahn,KBS 100,"52.479672222222,13.312441666667",Q302810,1033,Berlin Heidelberger Platz station
1053,1054,Schopenhauer-Strasse Ecke Spanische Allee,bus,A3,,,,
1054,1055,Schulenburgpark,strassenbahn,"15,95","52.466660612786704, 13.470292593214328",nan,1035,Schulenburgpark
1055,1056,Schulstrasse Ecke Exerzierstrasse,bus,A64,,,,
1056,1057,Schulzendorf (b Tegel),s-bahn,KBS 105,"52.6128,13.2462",Q800487,1037,Schulzendorf railway station
1057,1058,Schulzendorfer Strasse,bus,A15,"52.61057476279662, 13.295480649416259",nan,1038,Schulzendorfer Strasse Ecke Hermsdorfer Damm
1058,1059,Schumannstrasse,bus,A57,,,,
1059,1060,Schwarzer Weg Ecke Sonnenallee,strassenbahn,95,,,,
1060,1061,Schwedestrasse Ecke Exerzierstrasse,bus,A64,,,,
1061,1062,Schwelmer Strasse Ecke Ostpreußendamm,strassenbahn,96,,,,
1062,1063,Schwiezerhaus,bus,A34,"52.46177834654878, 13.133492629933269",nan,1043,Schwiezerhaus
1063,1064,Schäferberg,bus,A6,,,,
1064,1065,Schöneberg,s-bahn,"KBS 104,KBS 100a,KBS 100","52.4794,13.3517",Q543855,1044,Berlin-Schöneberg station
1065,1066,"Schönefeld, Siedlung",bus,"AD/36,AZ",,,,
1066,1067,"Schöneiche, Goethepark",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,
1067,1068,Schöneweide,s-bahn,"KBS 103,KBS 103a,KBS 100a,KBS 106","52.455,13.509444444444",Q111323931,1045,S-Bahnhof Berlin Schöneweide
1068,1069,Schönhauser Allee,s-bahn,KBS 106,"52.549329,13.413706",Q111264493,1046,S-Bahnhof Schönhauser Allee
1069,1070,Schönhauser Allee,strassenbahn,3,,,,
1070,1071,Schönhauser Allee,u-bahn,A,"52.549328888889,13.413706111111",Q47014936,1047,Schönhauser Allee (metro station)
1071,1072,Schönholz,s-bahn,"KBS 105,KBS 106","52.5714,13.3814",Q800490,1048,Berlin-Schönholz station
1072,1073,Schützallee Ecke Onkel-Tom-Strasse,bus,A66,,,,
1073,1074,Schüßlerplatz,strassenbahn,84,"52.44553303566032, 13.576935078888754",nan,1050,Schüßlerplatz
1074,1075,Sebastianfriedhof,bus,A61,"52.571002500013684, 13.336360943589446",nan,1051,Sebastianfriedhof
1075,1076,SedanStrasse,bus,A32,"52.451462388098534, 13.33534176193218",nan,1052,Sedanstrasse Ecke Albrechtstrasse
1076,1077,Sedanstrasse,bus,A33,"52.45143021733514, 13.335289250392284",nan,1053,Sedanstrasse Ecke Albrechtstrasse
1077,1078,Seeburger Strasse,strassenbahn,"75,76","52.52919074855153, 13.195613280527734",nan,1054,Seeburger Strasse
1078,1079,Seegefelder Weg,bus,A63,"52.549813200063646, 13.128679816115987",nan,1055,"Seegefelder Weg, Stadtgrenze"
1079,1080,Seelenbinderstrasse,strassenbahn,"83,84,86,82",0,Q66324934,1057,Bahnhofstraße/Seelenbinderstraße
1080,1081,Seelenbinderstrasse Ecke Bahnhofstrasse,strassenbahn,87,,,,
1081,1082,Seestr.,u-bahn,C I,"52.55056,13.35194",Q554391,1058,Seestraße
1082,1083,Seestrasse Ecke Afrikanische Strasse,bus,A64,,,,
1083,1084,Seidelstr. (Flughafen Tegel),u-bahn,C I,,,,
1084,1085,Selchow,bus,"AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.35758122167604, 13.471955883887944",nan,1061,Selchow
1085,1086,Senefelderplatz,u-bahn,A,"52.53242,13.412743",Q32661454,1062,U-Bahnhof Senefelderplatz
1086,1087,Siemensstadt,s-bahn,KBS 100c,"52.53923,13.26365",Q96080453,1066,Berlin-Siemensstadt railway station
1087,1088,Siemensstadt-Fürstenbrunn,s-bahn,KBS 103a,"52.528,13.2695",Q18747940,1067,Siemensstadt-Fürstenbrunn station
1088,1089,Silbersteinstrasse,strassenbahn,"47,26","52.46723844998069, 13.438467144199928",nan,1068,Silbersteinstrasse
1089,1090,Skalitzer Strasse,bus,A75,,,,
1090,1091,Sonnenallee,s-bahn,KBS 100,"52.473,13.4558",Q481364,1070,Berlin Sonnenallee station
1091,1092,Sonnenallee,strassenbahn,"95P,26","52.48613359502478, 13.430239659364373",nan,1071,Sonnenallee
1092,1093,Sonnenallee Ecke Erk-Strasse,bus,A4,,,,
1093,1094,Sophie-Charlotte-Platz,u-bahn,"A I,B I","52.510833333333,13.296666666667",Q657879,1072,Sophie-Charlotte-Platz
1094,1095,Sophie-Charlotten-Platz,strassenbahn,60,,,,
1095,1096,Sophie-Charlotten-Strasse,bus,A18,"52.44594955353092, 13.267788405970709",nan,1073,Sophie-Charlotten-Strasse Ecke Clayallee
1096,1097,Spandau,s-bahn,"KBS 101,KBS 103a","52.5347,13.1958",Q111325678,1074,S-Bahnhof Berlin Spandau
1097,1098,Spandau West,s-bahn,"KBS 101,KBS 103a","52.5347,13.1958",Q111325678,1075,S-Bahnhof Berlin Spandau
1098,1099,"Spandau, Friedhof",bus,A34,"52.553136286584845, 13.179674445908985",nan,1076,"Spandau, Friedhof"
1099,1100,"Spandau, Markt",strassenbahn,"53,55,54,76,75","52.53784349532438, 13.204135429364628",nan,1078,"Spandau, Markt"
1100,1101,Spandauer Damm,bus,"A10,A74","52.51838420899177, 13.280076964056246",nan,1079,Spandauer Damm Ecke Königin-Elisabeth-Strasse
1101,1102,Spandauer Strasse,bus,A31,"52.535940922541684, 13.156793426342295",nan,1081,Spandauer Strasse Ecke Klosterbuschweg
1102,1103,Spichernstr. (Bundesallee),u-bahn,A II,"52.496388888889,13.330555555556",Q667046,1082,Spichernstraße metro station
1103,1104,Spichernstrasse Ecke Joachimstaler Strasse,bus,A2,,,,
1104,1105,Spindlersfeld,s-bahn,KBS 103a,"52.4472,13.5613",Q4892371,1083,Berlin-Spindlersfeld station
1105,1106,Spittelmarkt,strassenbahn,"64,72,74E,74","52.511243321361405, 13.40494539543245",nan,1084,Spittelmarkt
1106,1107,Spittelmarkt,u-bahn,A,"52.511111111111,13.403611111111",Q569489,1085,Spittelmarkt station
1107,1108,Spreewaldplatz,bus,A75,,,,
1108,1109,Spreewaldplatz,strassenbahn,"27,26","52.49792227545992, 13.430617008810609",nan,1086,Spreewaldplatz
1109,1110,St lpchensee,bus,A18,"52.409430239790396, 13.14381794619846",nan,1089,Stölpchensee
1110,1111,Staakener Strasse,bus,A63,"52.536487084911975, 13.190823566060091",nan,1091,Staakener Strasse Ecke Seegefelder Strasse
1111,1112,Stadion Buschallee,strassenbahn,70,0,Q65504715,1092,Stadion Buschallee/Hansastraße
1112,1113,Stadion Lichterfelde,bus,A17,"52.43867922703144, 13.325050443019501",nan,1093,Stadion Lichterfelde
1113,1114,Stadtmitte,u-bahn,A,,,,
1114,1115,Stadtpark,bus,A17,"52.44890555557147, 13.338827669086982",nan,1096,"Stadtpark, Albrechtstrasse"
1115,1116,Stadtrandstrasse,bus,A5,"52.553426999619965, 13.153585430700852",nan,1099,Stadtrandstrasse Ecke Falkenseer Chaussee
1116,1117,Stalinallee,bus,O40,"52.51715128685504, 13.440640767102789",nan,1101,Stalinallee Ecke Strasse der Pariser Kommune
1117,1118,Stalinallee,s-bahn,"KBS 103a,KBS 106","52.514166666667,13.474722222222",Q111250033,1102,S-Bahnhof Frankfurter Allee
1118,1119,Stalinallee (Ringbahn),u-bahn,E,"52.514166666667,13.474722222222",Q552872,1104,Berlin Frankfurter Allee station
1119,1120,Stegerwaldstrasse,bus,A32,"52.42073935358918, 13.369265336797783",nan,1105,Stegerwaldstrasse Ecke Marienfelder Allee
1120,1121,Steglitz,s-bahn,KBS 104,"52.4562,13.3216",Q111264179,1106,S-Bahnhof Rathaus Steglitz
1121,1122,Steglitzer Damm Ecke Halske Strasse,bus,A2,,,,
1122,1123,Sterndamm,bus,A47,"52.44658674940087, 13.506534865142585",nan,1109,Sterndamm Ecke Königsheideweg
1123,1124,Steuerhaus,bus,O37,,,,
1124,1125,Steuerhaus,strassenbahn,"64,63",0,Q65553632,1110,Oderbruchstraße
1125,1126,StindeStrasse,bus,A32,"52.44812122178611, 13.340103869265922",nan,1111,Stindestrasse Ecke Albrechtstrasse
1126,1127,Stralauer Allee Ecke Markgrafendamm,strassenbahn,82,"52.49740745019046, 13.46463650693144",nan,1113,Stralauer Allee Ecke Markgrafendamm
1127,1128,Strasse 393,bus,A63,"52.54346134229288, 13.156333109553433",nan,1114,Strasse 393 Ecke Seegefelder Weg
1128,1129,Strasse 78,bus,A42,,,,
1129,1130,Strasse nach Staatwinkel,bus,A13,"52.561964827739885, 13.254588036270711",nan,1116,Strasse nach Staatwinkel & Bernauer Strasse
1130,1131,Strasse nach Wartenberg,bus,A46,"52.56866269126953, 13.520582099858125",nan,1117,Strasse nach Wartenberg Ecke Falkenberger Chaussee
1131,1132,Strausberg,s-bahn,"KBS 101,KBS 101c","52.531933,13.836933",Q7622326,1119,Strausberg station
1132,1133,Strausberg Nord,s-bahn,KBS 101c,"52.5902,13.9084",Q7622324,1120,Strausberg Nord station
1133,1134,Strausberg Stadt,s-bahn,KBS 101c,"52.5766,13.8878",Q7622325,1121,Strausberg Stadt station
1134,1135,Strausberger Platz,bus,Flughafen Schönefeld <> Strausberger Platz,,,,
1135,1136,Strausberger Platz,u-bahn,E,"52.518055555556,13.430833333333",Q570999,1122,Strausberger Platz
1136,1137,Stresowplatz,bus,"A5,A31","52.53362877636616, 13.206781830760963",nan,1123,Stresowplatz
1137,1138,StromStrasse,bus,A24,"52.52632226250912, 13.34326443872038",nan,1124,StromStrasse Ecke Turmstrasse
1138,1139,Stromstrasse,bus,A70,"52.52631690374401, 13.343146315837002",nan,1125,Stromstrasse Ecke Turmstrasse
1139,1140,Stromstrasse Ecke Alt-Moabit,strassenbahn,2,,,,
1140,1141,Stubenrauchstrasse,strassenbahn,47,"52.42422390261997, 13.485461375958135",nan,1127,Stubenrauchstrasse
1141,1142,Stuttgarter Platz,bus,"A74,A21","52.50551610729052, 13.302923303561508",nan,1128,Stuttgarter Platz
1142,1143,Stuttgarter Platz,strassenbahn,60,"52.50566810519856, 13.306864497506904",nan,1129,Stuttgarter Platz
1143,1144,Städtische Frauenklinik,strassenbahn,26,,,,
1144,1145,"Stölpchensee, Wilhelmplatz",bus,A3,,,,
1145,1146,StößenseeBrücke,strassenbahn,"75,76",,,,
1146,1147,Sundgauer Str.,s-bahn,KBS 104,"52.436291,13.273772",Q800513,1132,Berlin Sundgauer Straße station
1147,1148,Sundgauer Strasse,bus,"A48,AS3","52.4455796617832, 13.267631906214019 +  52.43838201264951, 13.271447959003352",nan+ nan,1133+ 11133,Sundgauer Strasse Ecke Clayallee +  Sundgauer Strasse Ecke Berliner Strasse
1148,1149,Sydlitzstrasse Ecke Lankwitzstrasse,strassenbahn,96,,,,
1149,1150,Südende,s-bahn,KBS 106,"52.4481,13.3536",Q800511,1135,Südende station
1150,1151,Südstern,bus,A28,"52.488958649509335, 13.40781379557614",nan,1136,Südstern
1151,1152,Südstern,u-bahn,C I,"52.489444444444,13.407777777778",Q656081,1138,Südstern
1152,1153,Taubenstrasse,strassenbahn,72,"52.51306493755938, 13.391398735901545",nan,1140,Taubenstrasse
1153,1154,"Tauernallee, Adlermühle",bus,AS2,,,,
1154,1155,Tauroggener Strasse Ecke Osnabrück Strasse,strassenbahn,3,,,,
1155,1156,Tauroggener Strasse Ecke Osnabrücker Strasse,bus,A72,,,,
1156,1157,Tegel,s-bahn,KBS 105,"52.5886,13.2894",Q800493,1143,Berlin-Tegel railway station
1157,1158,Tegel,u-bahn,C I,"52.58944,13.28389",Q656090,1144,Alt-Tegel metro station
1158,1159,Tegeler Strasse Ecke Trifstrasse,bus,A64,,,,
1159,1160,Tegelort,bus,A20,"52.5705390073051, 13.231220862666484",nan,1145,Tegelort
1160,1161,Teichstrasse,bus,A61,"52.57435884050963, 13.34777330742025",nan,1146,Teichstrasse Ecke Lindauer Allee
1161,1162,Teltower Damm,bus,"A10,A48,A53","52.43504474561002, 13.2604425311939",nan,1149,Teltower Damm Ecke Berliner Strasse
1162,1163,Teltower Strasse,bus,"AS1,A5,A31","52.52691807826059, 13.215807069988056",nan,1150,Teltower Strasse Ecke Ruhlebener Strasse
1163,1164,Teltower Strasse,strassenbahn,"53,54","52.52691412538678, 13.215987693499372",nan,1151,Teltower Strasse
1164,1165,Tempehofer Damm Ecke Alt-Temephof,bus,A73,,,,
1165,1166,Tempehofer Damm Ecke Alt-Tempel,bus,A65,,,,
1166,1167,Tempehofer Damm Ecke Friedrich-Karl-Strasse,bus,A68,,,,
1167,1168,Tempelhof,s-bahn,"KBS 100a,KBS 100","52.4708,13.3854",Q111264368,1152,S-Bahnhof Berlin-Tempelhof
1168,1169,Tempelhof (Südring),u-bahn,C II,"52.47075,13.385361111111",Q3983109,1153,Tempelhof (Südring) metro station
1169,1170,Tempelhofer Damm,bus,"A25,A24","52.48422430539437, 13.385891408286207",nan,1154,Tempelhofer Damm Ecke Manfred-Richthofen-Strasse
1170,1171,Tempelhofer Weg Ecke Britzer Damm,strassenbahn,27,,,,
1171,1172,Thielallee/Pacelliallee,bus,A68,"52.458161495962216, 13.28707254649315",nan,1157,Thielallee/Pacelliallee
1172,1173,Thielplatz,u-bahn,"A II,B II","52.451111111111,13.282222222222",Q571331,1158,Freie Universität (Thielplatz) metro station
1173,1174,Thorwaldsenstrasse,strassenbahn,66,"52.46136534165126, 13.345121264246712",nan,1159,Thorwaldsenstrasse
1174,1175,Thuner Platz,bus,A53,"52.42375896990032, 13.296184869051308",nan,1160,Thuner Platz
1175,1176,Thuyring,bus,"A77,A76",,,,
1176,1177,Thälmannplatz,bus,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,
1177,1178,Thälmannplatz,u-bahn,A,"52.51167,13.38472",Q658391,1161,Mohrenstraße metro station
1178,1179,Tiergarten,s-bahn,"KBS 101,KBS 102","52.5144,13.3365",Q572112,1162,Berlin-Tiergarten station
1179,1180,Tiergartenstrasse,bus,"A69,A16,A24","52.50960312444174, 13.351320889801638",nan,1163,Tiergartenstrasse Ecke Hofjägerallee
1180,1181,Tierpark Berlin,strassenbahn,69,"52.50297204519277, 13.520916474066839",nan,1164,Tierpark Berlin
1181,1182,Tor 5,bus,A15,"52.58357682284558, 13.320522582904216",nan,1165,Tor 5
1182,1183,Trabener Strasse,bus,A69,,,,
1183,1184,Traegerstrasse,strassenbahn,66,"52.476296219875636, 13.341188525686016",nan,1166,Traegerstrasse
1184,1185,Transvaalstrasse Ecke Africkanische Strasse,bus,A64,,,,
1185,1186,"Treptow, Rathaus",bus,A47,"52.48358899866382, 13.480324760498638",nan,1168,"Treptow, Rathaus"
1186,1187,Treptower Park,s-bahn,"KBS 103,KBS 103a,KBS 106","52.4938,13.4618",Q559274,1169,Berlin Treptower Park station
1187,1188,Triftweg,bus,A52,"52.431024618021745, 13.45739670616807",nan,1172,Triftweg Ecke Johannisthaler Chausse
1188,1189,Trippsteinstrasse,bus,"A11,A2","52.41893958981137, 13.346149658204126",nan,1173,Trippsteinstrasse Ecke Brotteroder Strasse
1189,1190,TurmStrasse,bus,A16,"52.52628495236362, 13.343149398961996",nan,1174,TurmStrasse Ecke Stromstrasse
1190,1191,Turmstrasse Ecke Stromstrasse,bus,A72,,,,
1191,1192,Turmstrasse/Rathenower Strasse,bus,A70,"52.52677998083022, 13.355183467556872",nan,1177,Turmstrasse/Rathenower Strasse
1192,1193,U-Bhf Kottbusser Tor,bus,A28,"52.499051258453434, 13.418359009880978",nan,1178,U-Bhf Kottbusser Tor
1193,1194,U-Bhf. Boddinstrasse,bus,A4,"52.48028651973042, 13.425279574612379",nan,1179,U-Bhf. Boddinstrasse
1194,1195,U-Bhf. Boddinstrasse,strassenbahn,27,"52.48027865367161, 13.4251690465859",nan,1180,U-Bhf. Boddinstrasse
1195,1196,U-Bhf. Bülowstrasse,bus,"A48,A75","52.49787469517453, 13.362124599310649",nan,1181,U-Bhf. Bülowstrasse
1196,1197,U-Bhf. Bülowstrasse,strassenbahn,"73,74","52.4977947071403, 13.362041491653272",nan,1182,U-Bhf. Bülowstrasse
1197,1198,U-Bhf. Dahlem-Dorf,bus,A68,"52.45807069736877, 13.289706947871178",nan,1183,U-Bhf. Dahlem-Dorf
1198,1199,U-Bhf. Dimitroffstrasse,strassenbahn,"70,49,22,4,46,13","52.5401928,13.4113979",Q65088313,1184,U Eberswalder Straße
1199,1200,U-Bhf. Ernst-Reuter-Platz,bus,"A25,A62,AS1","52.51164603099566, 13.322290858670174",nan,1185,U-Bhf. Ernst-Reuter-Platz
1200,1201,U-Bhf. Ernst-Reuter-Platz,strassenbahn,55,"52.511726576083134, 13.32260139821175",nan,1186,U-Bhf. Ernst-Reuter-Platz
1201,1202,U-Bhf. Fehrbelliner Platz,bus,"A1,A4,A21,AS3","52.490390927187676, 13.31417745809863",nan,1187,U-Bhf. Fehrbelliner Platz
1202,1203,U-Bhf. Flughafen,bus,"A19,A4","52.48488595983176, 13.38599654703171",nan,1188,U-Bhf. Flughafen
1203,1204,U-Bhf. Flughafen,strassenbahn,96,"52.484779980367215, 13.385962227231367",nan,1189,U-Bhf. Flughafen
1204,1205,U-Bhf. Friedrichsfelde,bus,"A43,A8,A8E","52.50624112361932, 13.512853060220209",nan,1190,U-Bhf. Friedrichsfelde
1205,1206,U-Bhf. Gesundbrunnen,bus,"A14,A64","52.548660755358114, 13.387873629581087",nan,1191,U-Bhf. Gesundbrunnen
1206,1207,U-Bhf. Grenzallee,bus,A67,"52.46369510254238, 13.444231731166557",nan,1192,U-Bhf. Grenzallee
1207,1208,U-Bhf. Grenzallee,strassenbahn,47,"52.46348178875844, 13.444377273631815",nan,1193,U-Bhf. Grenzallee
1208,1209,U-Bhf. Hallesches Tor,bus,A24,"52.497910015148264, 13.391307667735301",nan,1194,U-Bhf. Hallesches Tor
1209,1210,U-Bhf. Heidelberg Platz,bus,A65,"52.48042873572808, 13.31278632857391",nan,1195,U-Bhf. Heidelberg Platz
1210,1211,U-Bhf. Heidelberger Platz,bus,A60,"52.48006162214815, 13.312159920359697",nan,1196,U-Bhf. Heidelberger Platz
1211,1212,U-Bhf. Kaiserdamm,bus,"A65,A10","52.50999451351762, 13.28180313022396",nan,1197,U-Bhf. Kaiserdamm
1212,1213,U-Bhf. Kochstrasse,bus,A75,,,,
1213,1214,U-Bhf. Kottbusser Tor,bus,A67,"52.499122758255055, 13.4182411702772",nan,1199,U-Bhf. Kottbusser Tor
1214,1215,U-Bhf. Krumme Lanke,bus,"A3,A53","52.44308074990891, 13.24046555211665",nan,1200,U-Bhf. Krumme Lanke
1215,1216,U-Bhf. Kurt-Schumacher-Platz,bus,"A61,A62","52.56338157214657, 13.32719915637487",nan,1201,U-Bhf. Kurt-Schumacher-Platz
1216,1217,U-Bhf. Leinestrasse,strassenbahn,27,"52.473591021401894, 13.428015562483331",nan,1202,U-Bhf. Leinestrasse
1217,1218,U-Bhf. Leopold-Platz,bus,A12,,,,
1218,1219,U-Bhf. Moritzplatz,bus,A75,,,,
1219,1220,U-Bhf. Neukölln,strassenbahn,"15,47,26","52.46965567921364, 13.441614939772098",nan,1206,U-Bhf. Neukölln
1220,1221,U-Bhf. Onkel-Toms-Hütte,bus,"A3,A66",,,,
1221,1222,U-Bhf. Oskar-Helene-Heim,bus,"A1,A11,AS3,A3,A18","52.450279005868815, 13.270361987159156",nan,1208,U-Bhf. Oskar-Helene-Heim
1222,1223,U-Bhf. Prinzenstrasse,bus,A28,"52.49844153838657, 13.406643837212261",nan,1211,U-Bhf. Prinzenstrasse
1223,1224,U-Bhf. Ruhleben,bus,"AS1,A5,A31","52.52596833151868, 13.241478578696297",nan,1213,U-Bhf. Ruhleben
1224,1225,U-Bhf. Ruhleben,strassenbahn,"53,54","52.52595776615238, 13.241371866188729",nan,1214,U-Bhf. Ruhleben
1225,1226,U-Bhf. Rüdesheimer Platz,bus,A17,"52.4720831087791, 13.314909778144818",nan,1215,"U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse"
