stop_id,stop_name,type,location,in_lines,identifier,stop_description
19671018,Scharnhorststr. Ecke Kielerstr.,autobus,"52.534352208349404, 13.370307403927896",['A57'],,
19671019,Scharnweberstr. (Eichborndamm),u-bahn,"52.566944444444,13.312777777778",['6'],Q557586,
19671020,"Schildow, Kirche",autobus,"52.63581867397586, 13.377719168374458","['A7', 'A7E']",,
19671021,Schillingstr.,u-bahn,"52.520278,13.421667",['E'],Q552899,
19671022,Schlachtensee,s-bahn,"52.4401,13.2153",['KBS 100e'],Q800509,
19671023,Schlesisches Tor,u-bahn,"52.500833333333,13.441666666667",['1'],Q602282,
19671024,Schlossstr. Ecke Seelingstr.,autobus,"52.51569806814604, 13.296301299533223",['A74'],,
19671025,Schloß Ruhwald,autobus,"52.5216045798143, 13.260396873505604",['A54'],,
19671026,Schloßplatz,autobus,"52.444440717970195, 13.575132622824544",['A27'],,
19671027,Schloßplatz Köpenick,tram,"52.4443409,13.5753837","['84', '86']",Q66095688,
19671028,Schloßstr. Ecke Bundesallee,autobus,"52.4649407720467, 13.328513608873887","['A85', 'A86']",,
19671029,Schloßstr. Ecke Feuerbachstr.,autobus,"52.4631173264433, 13.326724826984016","['A2', 'A81']",,
19671030,Schloßstr. Ecke Rheinstr.,autobus,"52.46496454491197, 13.328487911230798",['A17'],,
19671031,Schloßstr. Ecke Spandauerdamm,autobus,"52.51945635178006, 13.295941306612933",['S1'],,
19671032,Schmargendorf,s-bahn,"52.479672222222,13.312441666667","['KBS 100k', 'KBS 100']",Q302810,
19671033,Scholzplatz,autobus,"52.50678815703117, 13.22840316297602",['A94'],,
19671034,Schopenhauerstr. Ecke Spanischeallee,autobus,"52.433960489825, 13.212025866542618",['A3'],,
19671035,Schorfheidestr. Ecke Wilhelmsruherdamm,autobus,"52.59621977825613, 13.347582595647992",['A21E'],,
19671036,Schulenburgpark,autobus,"52.4665445725577, 13.470341233609716",['A65'],,
19671037,Schulzendorf (b Tegel),s-bahn,"52.6128,13.2462",['KBS 100c'],Q800487,
19671038,Schulzendorferstr.,autobus,"52.61057476279662, 13.295480649416259",['A15'],,
19671039,Schumannstr. Ecke Reinhardtstr.,autobus,"52.5232589926343, 13.383820696675322",['A18'],,
19671040,Schwarzerweg Ecke Sonnenallee,autobus,"52.46241684454058, 13.47666099798573",['A95'],,
19671041,Schwiezerhaus,autobus,"52.46177834654878, 13.133492629933269",['A34'],,
19671042,Schäferberg,autobus,"52.41562661861071, 13.12630868100336",['A6'],,
19671043,"Schäfersee, Pankowerallee",autobus,"52.56403098912502, 13.36417150367161",['A71'],,
19671044,Schöneberg,s-bahn,"52.4794,13.3517","['KBS 100k', 'KBS 100e', 'KBS 100']",Q543855,
19671045,"Schönefeld, Kirche",autobus,"52.387425080944524, 13.505964115736859",['A36'],,
19671046,Schönefelderstr. Ecke Neuköllnerstr.,autobus,"52.41519086640216, 13.497867153541241",['A41'],,
19671047,"Schöneiche, Dorfstr.",tram,"52.47856620635917, 13.694957894723224","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671048,"Schöneiche, Goethepark",tram,"52.47079746484671, 13.688349606776411","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671049,"Schöneiche, Grätzwalde",tram,"52.47410984584059, 13.71327932499737","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671050,"Schöneiche, Jägerstr.",tram,"52.47278762603676, 13.730566290724404","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671051,"Schöneiche, Schillerstr.",tram,"52.47747516744112, 13.708762100565384","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671052,"Schöneiche, Waldstr.",tram,"52.46776642462116, 13.68198321602651","['S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)']",,
19671053,Schöneweide,s-bahn,"52.455,13.509444444444","['KBS 105', 'KBS 103', 'KBS 106a', 'KBS 103a', 'KBS 106']",Q111323931,
19671054,Schönfließ,s-bahn,"52.6648,13.3397",['KBS 104'],Q801423,
19671055,Schönhauserallee,s-bahn,"52.549329,13.413706","['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']",Q111264493,
19671056,Schönhauserallee,tram,"52.5537705,13.4138898",['3'],Q65076842,
19671057,Schönhauserallee,u-bahn,"52.549328888889,13.413706111111",['A'],Q47014936,
19671058,Schönholz,s-bahn,"52.5714,13.3814","['KBS 100c', 'KBS 100e']",Q800490,
19671059,Schützallee Ecke Onkel-Tomstr.,autobus,"52.4406263121593, 13.255177908871318",['A66'],,
19671060,Seebugerstr. Ecke Pichelsdorferstr.,autobus,"52.52917051434413, 13.195651259490834",['A13'],,
19671061,Seegefelderweg,autobus,"52.549813200063646, 13.128679816115987",['A63'],,
19671062,Seelenbinderstr. Ecke Bahnhofstr.,tram,"52.4554632,13.5769303","['84', '87']",Q66324934,
19671063,Seesenerstr. Ecke Hohenzollerndamm,autobus,"52.48846116394224, 13.302150021095338",['S3'],,
19671064,Seestr.,u-bahn,"52.55056,13.35194",['6'],Q554391,
19671065,Seestr. Ecke Afrikanischestr.,autobus,"52.54624596766985, 13.344021652901555",['A64'],,
19671066,Seidelstr. (Flughafen Tegel),u-bahn,"52.571111,13.302778",['6'],Q557582,
19671067,Selbitzerstr. Ecke Krampnitzerweg,autobus,"52.45315521778876, 13.122040068790739",['A35E'],,
19671068,Senefelderplatz,u-bahn,"52.53242,13.412743",['A'],Q32661454,
19671069,Senftenberger Ring,autobus,"52.59670203173529, 13.356121038793038",['A21E'],,
19671070,Seydlitzstr. Ecke Rathenowerstr.,autobus,"52.5255609658975, 13.356405578501553",['A90'],,
19671071,Siedlung Habichtswald,autobus,"52.47953016057808, 13.142069608219956",['A34E'],,
19671072,Siemensstadt,s-bahn,"52.53923,13.26365",['KBS 100b'],Q96080453,
19671073,Siemensstadt-Fürstenbrunn,s-bahn,"52.528,13.2695",['KBS 100a'],Q18747940,
19671074,Simpsonweg,autobus,"52.39816914639087, 13.39288653952126",['A82'],,
19671075,Sommerstr. Ecke Klemkestr.,autobus,"52.57476543169972, 13.3735118377214",['A79'],,
19671076,Sonderhauserstr. Ecke Hildburghauserstr.,autobus,"52.415956180519764, 13.341711771261744",['A2'],,
19671077,Sonnenallee,s-bahn,"52.473,13.4558",['KBS 100'],Q481364,
19671078,Sonnenallee Ecke Baumschulenstr.,tram,"52.46085257013217, 13.481340080950037",['92'],,
19671079,Sonnenallee Ecke Erkstr.,autobus,"52.48167462225099, 13.440103660480876",['A4'],,
19671080,Sonnenallee Ecke Pannierstr.,autobus,"52.48609620424968, 13.430217857961605",['A75'],,
19671081,Sophie-Charlotte-Platz,u-bahn,"52.510833333333,13.296666666667",['1'],Q657879,
19671082,Sophie-Charlotten-Platz,autobus,"52.51094811093668, 13.296499935495818",['A74'],,
19671083,Sophie-Charlottenstr. Ecke Pulsstr.,autobus,"52.52424895516199, 13.285069508880115",['A87'],,
19671084,Sowjetisches Ehrenmal,autobus,"52.485358959701166, 13.46705340935477",['A47'],,
19671085,Spandau,s-bahn,"52.532, 13.2089","['KBS 100a', 'KBS 100g']",Q800491,
19671086,Spandau West,s-bahn,"52.5347,13.1958","['KBS 100a', 'KBS 100g']",Q111325678,
19671087,"Spandau, Friedhof",autobus,"52.553136286584845, 13.179674445908985",['A34'],,
19671088,"Spandau, Markt",autobus,"52.537581553341596, 13.203797305616401","['A54', 'A56']",,
19671089,"Spandau, Wasserwerk",autobus,"52.55592684238338, 13.16783600781684",['A34'],,
19671090,Spandauerdamm,autobus,"52.51838420899177, 13.280076964056246","['A10', 'A74']",,
19671091,Spandauerdamm Ecke Sophie-Charlottenstr.,autobus,"52.51882820056531, 13.286667124223507",['A87'],,
19671092,Spandauerdamm Ecke Stadtautobahn,autobus,"52.51857412672491, 13.283160489189049",['A65'],,
19671093,Spanischeallee Ecke Kronprizessinnenweg,autobus,"52.433820207313325, 13.189402721154853",['S4'],,
19671094,Spanischeallee Ecke Potsdamerchaussee,autobus,"52.42961565609535, 13.22409178123359",['A18'],,
19671095,Sperberstr. Ecke Sandhauserstr.,autobus,"52.58735165818818, 13.226011299547928",['A14E'],,
19671096,Spichernstr. (Bundesallee),u-bahn,"52.496388888889,13.330555555556","['9', '2']",Q667046,
19671097,Spichernstr. Ecke Joachimstalerstr.,autobus,"52.4963190338576, 13.3307628589775",['A2'],,
19671098,Spindlersfeld,s-bahn,"52.4472,13.5613",['KBS 106'],Q4892371,
19671099,Spittelmarkt,tram,"52.511243321361405, 13.40494539543245","['74', '64']",,
19671100,Spittelmarkt,u-bahn,"52.511111111111,13.403611111111",['A'],Q569489,
19671101,Spreewaldplatz,autobus,"52.49746662927152, 13.43173832995115",['A75'],,
19671102,Staaken,s-bahn,"52.5378,13.1414",['KBS 100a'],Q477545,
19671103,Stadion Buschallee,tram,"52.5566718,13.4869834",['70'],Q65504715,
19671104,Stadion Lichterfelde,autobus,"52.43867922703144, 13.325050443019501",['A17'],,
19671105,Stadtmitte,u-bahn,"52.5122,13.3894",['A'],Q660066,
19671106,Stadtpark,autobus,"52.44890555557147, 13.338827669086982",['A17'],,
19671107,Stedingerweg,autobus,"52.53925005465954, 13.45247205159168",['A54'],,
19671108,Steglitz,s-bahn,"52.4562,13.3216",['KBS 100e'],Q111264179,
19671109,Steglitzerdamm Ecke Halskestr.,autobus,"52.45003047744661, 13.346670686507988",['A2'],,
19671110,Steglitzerdamm Ecke Munsterdamm,autobus,"52.45000037204289, 13.346702091676368",['A83'],,
19671111,Steinplatz,autobus,"52.50922881774401, 13.325931792420363",['A62'],,
19671112,Sterndamm,autobus,"52.44658674940087, 13.506534865142585",['A47'],,
19671113,Steuerhaus,tram,"52.530493,13.4614989","['63', '69', '69E', '64']",Q65553632,
19671114,Storkowerstr. Ecke Greifswalderstr.,autobus,"52.54126983182835, 13.438853750676603",['A54'],,
19671115,Strab. Bhf. Köpenick,tram,"52.4399134,13.5817824","['83', '83E', '85']",Q66370900,
19671116,Strab. Bhf. Siegfriedstr.,tram,"52.5206411,13.4994454","['69', '69E']",Q66014798,
19671117,Stralauerallee Ecke Markgrafendamm,tram,"52.49740745019046, 13.46463650693144",['82'],,
19671118,Strandbad,autobus,"52.599760109249864, 13.213133160337714",['A14E'],,
19671119,Strasse 484 Ecke Neuköllnerstr.,autobus,"52.42597637860528, 13.483004998399915",['A52'],,
19671120,Strasse 78,autobus,"52.614646041574915, 13.484873269723556",['A42'],,
19671121,Strasse nach Saatwinkel,autobus,"52.562001332583385, 13.254645985136678",['A13'],,
19671122,Strausberg,s-bahn,"52.531933,13.836933","['KBS 101c', 'KBS 101']",Q7622326,
19671123,Strausberg Nord,s-bahn,"52.5902,13.9084",['KBS 101c'],Q7622324,
19671124,Strausberg Stadt,s-bahn,"52.5766,13.8878",['KBS 101c'],Q7622325,
19671125,Strausbergerplatz,u-bahn,"52.518055555556,13.430833333333",['E'],Q570999,
19671126,Stresowplatz,autobus,"52.53362877636616, 13.206781830760963","['A5', 'A31', 'A80', 'A56']",,
19671127,Stromstr. Ecke Alt-Moabit,autobus,"52.52539701700869, 13.342786224224186",['A86'],,
19671128,Stromstr. Ecke Turmstr.,autobus,"52.526341844675855, 13.343124963846464","['A70', 'A24']",,
19671129,Stubenrauchstr.,autobus,"52.4241380170149, 13.485495086038002",['A48'],,
19671130,Stubenrauchstr. Ecke Kanalstr.,autobus,"52.43167138147915, 13.495271691543689",['A52'],,
19671131,Stuttgarterplatz,autobus,"52.50551610729052, 13.302923303561508",['A21'],,
19671132,Stuttgarterplatz Ecke Wilmersdorferstr.,autobus,"52.505667266723236, 13.307004392404677",['A74'],,
19671133,Stölpchensee,autobus,"52.409430239790396, 13.14381794619846",['A18'],,
19671134,"Stölpchensee, Wilhelmplatz",autobus,"52.41240583089011, 13.141644518533106","['A3', 'S4']",,
19671135,Stößenseebrücke,autobus,"52.5089006270181, 13.217490577232331",['A94'],,
19671136,Sundgauerstr.,s-bahn,"52.436291,13.273772",['KBS 100e'],Q800513,
19671137,Sundgauerstr. Ecke Berlinerstr.,autobus,"52.43833636899285, 13.271438368698744",['A48'],,
19671138,Sundgauerstr. Ecke Sophie-Charlottestr.,autobus,"52.44581090569525, 13.267762938240798",['S3'],,
19671139,Säntisstr. Ecke Mariendorferdamm,autobus,"52.42333247296997, 13.396164512545324",['A78'],,
19671140,Südende,s-bahn,"52.4481,13.3536",['KBS 100d'],Q800511,
19671141,Südstern,autobus,"52.488958649509335, 13.40781379557614",['A28'],,
19671142,Südstern,u-bahn,"52.489444444444,13.407777777778",['7'],Q656081,
19671143,Tauroggenerstr. Ecke Osnabrückerstr.,autobus,"52.525838744600904, 13.301852064700281",['A72'],,
19671144,Tauroggenerstr. Ecke Osnabrückerstr.,autobus,"52.525848873521234, 13.301915580118559",['A89'],,
19671145,Tegel,s-bahn,"52.5886,13.2894",['KBS 100c'],Q800493,
19671146,Tegel,u-bahn,"52.58944,13.28389",['6'],Q656090,
19671147,Tegelort,autobus,"52.5705390073051, 13.231220862666484",['A20'],,
19671148,Teichstr. Ecke Gotthardstr.,autobus,"52.566974111595314, 13.346602483580304",['A64'],,
19671149,Teltowerdamm Ecke Berlinerstr.,autobus,"52.43505617062698, 13.26044574125962",['A53'],,
19671150,Teltowerdamm Ecke Machnowerstr.,autobus,"52.4308217304647, 13.259272239478397",['A10'],,
19671151,Teltowerdamm Ecke Potsdamerstr.,autobus,"52.435059519028655, 13.260384104797224",['A48'],,
19671152,Teltowerdamm Ecke Clayallee,autobus,"52.435060140913535, 13.260415407977545",['A18'],,
19671153,Teltowerstr. Ecke Ruhlebenerstr.,autobus,"52.52649488145337, 13.21644671223","['A54', 'A35']",,
19671154,Tempehoferdamm Ecke Friedrich-Karlstr.,autobus,"52.45581544855384, 13.383950601851975",['A68'],,
19671155,Tempelhof,s-bahn,"52.4708,13.3854","['KBS 100k', 'KBS 100']",Q111264368,
19671156,Tempelhof,u-bahn,"52.47075,13.385361111111",['6'],Q3983109,
19671157,Tempelhoferdamm Ecke Alt-Tempelhof,autobus,"52.46602260022989, 13.385511228831781","['A73', 'A65']",,
19671158,Tempelhoferdamm Ecke Ordensmeisterstr.,autobus,"52.45582321742813, 13.383969709705047",['A25'],,
19671159,Tessenowstr. Ecke Oranienburgerstr.,autobus,"52.581461003387226, 13.33387304396357",['A12'],,
19671160,Teuptitzerstr. Ecke Kiehl-Ufer,autobus,"52.47953358511357, 13.455564998960526",['A4'],,
19671161,Theodor-Heuss-Platz,autobus,"52.50937134345749, 13.272564724049401","['A4', 'A94']",,
19671162,Theodor-Heuss-Platz,u-bahn,"52.509722222222,13.273055555556",['1'],Q657857,
19671163,Thielallee/Pacelliallee,autobus,"52.458161495962216, 13.28707254649315",['A68'],,
19671164,Thielplatz,u-bahn,"52.451111111111,13.282222222222",['2'],Q571331,
19671165,Thunerplatz,autobus,"52.42375896990032, 13.296184869051308","['A85', 'A53']",,
19671166,Thälmannplatz,tram,"52.45059921293253, 13.752440969865605",['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],,
19671167,Thälmannplatz,u-bahn,"52.51167,13.38472",['A'],Q658391,
19671168,Tiergarten,s-bahn,"52.5144,13.3365","['KBS 100g', 'KBS 100h']",Q572112,
19671169,Tiergartenstr.,autobus,"52.50960312444174, 13.351320889801638","['A69', 'A24']",,
19671170,Tierpark Berlin,tram,"52.50297204519277, 13.520916474066839","['69', '69E']",,
19671171,Tischlerzeile Ecke Wildmeisterdamm,autobus,"52.42536132602125, 13.44879297402946",['A52'],,
19671172,Tramperweg Ecke Dannenwalderweg,autobus,"52.592566623412566, 13.357949562526414",['A21E'],,
19671173,"Treptow, Rathaus",autobus,"52.48358899866382, 13.480324760498638",['A47'],,
19671174,Treptower Park,s-bahn,"52.4938,13.4618","['KBS 105', 'KBS 103', 'KBS 106a', 'KBS 103a', 'KBS 106']",Q559274,
19671175,Trippsteinstr.,autobus,"52.41893958981137, 13.346149658204126",['A2'],,
19671176,Turmstr.,u-bahn,"52.52585,13.341352777778",['9'],Q571400,
19671177,Turmstr. Ecke Rathenowerstr.,autobus,"52.526759548213356, 13.35531375611548",['A70'],,
19671178,Turmstr. Ecke Stromstr.,autobus,"52.52631573511827, 13.34320006470035",['A72'],,
19671179,U-Bhf Kottbusser Tor,autobus,"52.499051258453434, 13.418359009880978",['A28'],,
19671180,U-Bhf Parchimerallee,autobus,"52.44566826032012, 13.449942053238908",['A98'],,
19671181,U-Bhf. Alt-Mariendorf,autobus,"52.440202628447636, 13.387296995844753","['A11', 'A78', 'A77']",,
19671182,U-Bhf. Amrumerstr.,autobus,"52.542160623402594, 13.349499736078657",['A64'],,
19671183,U-Bhf. Blaschko-Allee,autobus,"52.45247827369382, 13.448999962354293","['A41', 'A73']",,
19671184,U-Bhf. Boddinstr.,autobus,"52.48028651973042, 13.425279574612379","['A4', 'A91']",,
19671185,U-Bhf. Britz-Süd,autobus,"52.43696136998766, 13.447541261443378",['A98'],,
19671186,U-Bhf. Bülowstr.,autobus,"52.49787469517453, 13.362124599310649","['A48', 'A83', 'A75']",,
19671187,U-Bhf. Dahlem-Dorf,autobus,"52.45807069736877, 13.289706947871178",['A68'],,
19671188,U-Bhf. Dimitroffstr.,tram,"52.5401928,13.4113979","['22', '13', '46', '70', '4', '49']",Q65088313,
19671189,U-Bhf. Ernst-Reuter-Platz,autobus,"52.51164603099566, 13.322290858670174","['A25', 'A62']",,
19671190,U-Bhf. Fehrbellinerplatz,autobus,"52.490390927187676, 13.31417745809863","['A50', 'A21', 'A1', 'A89', 'A4']",,
19671191,U-Bhf. Flughafen,autobus,"52.48488595983176, 13.38599654703171",['A4'],,
19671192,U-Bhf. Friedrichsfelde,autobus,"52.50624112361932, 13.512853060220209","['A43', 'A8', 'A8E', 'A43/R']",,
19671193,U-Bhf. Gesundbrunnen,autobus,"52.548660755358114, 13.387873629581087","['A64', 'A99', 'A14']",,
19671194,U-Bhf. Gneisenaustr.,autobus,"52.491226587637556, 13.396327911797728",['A89'],,
19671195,U-Bhf. Grenzallee,autobus,"52.46369510254238, 13.444231731166557",['A77'],,
19671196,U-Bhf. Hallesches Tor,autobus,"52.497910015148264, 13.391307667735301",['A24'],,
19671197,U-Bhf. Heidelbergerplatz,autobus,"52.48006162214815, 13.312159920359697",['A60'],,
19671198,U-Bhf. Kaiserdamm,autobus,"52.50999451351762, 13.28180313022396",['A10'],,
19671199,U-Bhf. Karl-Marxstr.,autobus,"52.476139341208295, 13.439393113488725",['A4'],,
19671200,U-Bhf. Kochstr.,autobus,"52.50669823641868, 13.390503218886558","['A29', 'A75']",,
19671201,U-Bhf. Kottbusser Tor,autobus,"52.499122758255055, 13.4182411702772",['A67'],,
19671202,U-Bhf. Krumme Lanke,autobus,"52.44308074990891, 13.24046555211665","['A3', 'A53']",,
19671203,U-Bhf. Kurt-Schumacher-Platz,autobus,"52.56338157214657, 13.32719915637487","['A62', 'A61']",,
19671204,U-Bhf. Leinestr.,autobus,"52.472634832836185, 13.428552064915147",['A91'],,
19671205,U-Bhf. Leopold-Platz,autobus,"52.54640033291444, 13.359096803326494",['A12'],,
19671206,U-Bhf. Luxemburgplatz,autobus,"52.527978233139706, 13.410372775049936","['A57', 'A9']",,
19671206,U-Bhf. Luxemburgplatz,omnibus,"52.527978233139706, 13.410372775049936",O30,,
19671207,U-Bhf. Luxemburgplatz,tram,"52.5286105,13.4104123","['63', '72', '73', '82', '71']",Q65690179,
19671208,U-Bhf. Mehringdamm,autobus,"52.49515666726518, 13.389395498893041","['A89', 'A28']",,
19671209,U-Bhf. Moritzplatz,autobus,"52.50366899509004, 13.41055755394872",['A75'],,
19671210,U-Bhf. Märkisches Museum,tram,"52.51272427882261, 13.411290606073608","['74', '64']",,
19671211,U-Bhf. Neukölln,autobus,"52.46951739972892, 13.44165342826323",['A77'],,
19671212,U-Bhf. Onkel-Toms-Hütte,autobus,"52.45007713385221, 13.251272593463492","['A3', 'A66']",,
19671213,U-Bhf. Oskar-Helene-Heim,autobus,"52.450279005868815, 13.270361987159156","['A11', 'A3', 'A1', 'S3', 'A18']",,
19671214,U-Bhf. Pankow (Vinetastr.),autobus,"52.559329803871, 13.413333194922279","['A58', 'A50']",,
19671215,U-Bhf. Parchimerallee,autobus,"52.44566869961195, 13.44991915431808",['A25'],,
19671216,U-Bhf. Prinzenstr.,autobus,"52.49844153838657, 13.406643837212261",['A28'],,
19671217,U-Bhf. Richard-Wagner-Platz,autobus,"52.51745457872731, 13.306577542724405",['S1'],,
19671218,U-Bhf. Ruhleben,autobus,"52.52596833151868, 13.241478578696297","['A35', 'A80', 'A5', 'A56', 'S1', 'A54', 'A31']",,
19671219,U-Bhf. Rüdesheimerplatz,autobus,"52.4720831087791, 13.314909778144818",['A17'],,
19671220,U-Bhf. Scharnweberstr.,autobus,"52.56723085204371, 13.311435188438125","['A61', 'A21']",,
19671221,U-Bhf. Schlesisches Tor,autobus,"52.50108419874335, 13.441971259873345",['A28'],,
19671222,U-Bhf. Seestr.,autobus,"52.550315408708514, 13.352298502985231","['A89', 'A16', 'A12']",,
19671223,U-Bhf. Spichernstr.,autobus,"52.49661912400034, 13.330712965202862","['S3', 'A81']","nan+nan, nan",
19671224,U-Bhf. Stadtmitte,autobus,"52.5104179669139, 13.389881304836392",['A59'],,
19671225,U-Bhf. Strausbergerplatz,tram,"52.51808306742478, 13.432938339097822","['74', '64']",,
19671226,U-Bhf. Strausburgerplatz,tram,"52.51804587869082, 13.431759793975097",['82'],,
19671227,U-Bhf. Tegel,autobus,"52.589503132547385, 13.283630715732999","['A15', 'A14', 'A20', 'A13']",,
19671228,U-Bhf. Tempelhof,autobus,"52.4698750992553, 13.38558705982547",['A28'],,
19671229,U-Bhf. Thielplatz,autobus,"52.45104520805668, 13.281736418792137",['A10'],,
19671230,U-Bhf. Thälmannplatz,autobus,"52.5114441966642, 13.383432905885536",['A59'],,
19671231,U-Bhf. Turmstr.,autobus,"52.526364913706246, 13.341336806538983",['A90'],,
19671232,U-Bhf. Vinetastr.,autobus,"52.55981894046453, 13.413208628380339","['A7', 'A7E']",,
19671233,U-Bhf. Vinetastr.,tram,"52.5596168,13.413232","['22', '46']",Q65075426,
19671234,Uckermarkstr.,autobus,"52.52145144349922, 13.596724604247981",['A49'],,
19671235,Uhlandstr.,u-bahn,"52.5025,13.325555555556",['3'],Q568224,
19671236,Uhlandstr. Ecke Güntzelstr.,autobus,"52.491527105416, 13.32321130281692",['A50'],,
19671237,Uhlandstr. Ecke Hohenzollerndamm,autobus,"52.49370879466278, 13.3235887126991",['S3'],,
19671238,Uhlandstr. Ecke Kurfürstendamm,autobus,"52.502532428867724, 13.325280453057784","['A29', 'A69']",,
19671239,Uhlenhorst,tram,"52.468276850494775, 13.5867542618861","['82', '86', '83']",,
19671240,Ullsteinstr.,u-bahn,"52.453775,13.384302777778",['6'],Q637870,
19671241,Unionplatz,autobus,"52.533059397499464, 13.337278814540305","['A99', 'A25']",,
19671242,Unter den Eichen Ecke Habelschwerdter-Allee,autobus,"52.44567489464425, 13.29371363542892",['A11'],,
19671243,Urban-Krankenhaus,autobus,"52.493469358698874, 13.406245116325284","['A95', 'A28']",,
19671244,Usedomerstr. Ecke Brunnenstr.,autobus,"52.54111444748482, 13.393771487382672",['A71'],,
19671245,Usedomerstr. Ecke Brunnenstr.,autobus,"52.541120917345495, 13.393781511932351",['A61'],,
19671246,VEB Bautransporte,autobus,"52.44295541604966, 13.519519091051876",['A26'],,
19671247,VEB Schiffswerft,tram,"52.42547977761138, 13.586220039541647","['83', '83E', '85']",,
19671248,Velten (Mark),s-bahn,"52.685,13.172222",['KBS 104d'],Q19274518,
19671249,Verwaltungs-Gebäude,autobus,"52.537063326963775, 13.262285169635492",['A10'],,
19671250,Veteranenstr. Ecke Brunnenstr.,autobus,"52.53262273090187, 13.39887551925609",['A16'],,
19671251,Veteranenstr. Ecke Invalidenstr.,tram,"52.53267133254846, 13.398886498888846",['82'],,
19671252,Viktoria-Luise-Platz,u-bahn,"52.496161111111,13.342702777778",['4'],Q178685,
19671253,Vinetaplatz,autobus,"52.54113780146798, 13.398421301960559","['A64', 'A90', 'A71']",,
19671254,Virchow-Krankenhaus,autobus,"52.54371513062133, 13.339317916518894",['A16'],,
19671255,Voltastr.,u-bahn,"52.542093,13.393022",['8'],Q663308,
19671256,Waidmannslust,s-bahn,"52.6064,13.321",['KBS 100e'],Q800492,
19671257,Waidmannslusterdamm Ecke Oraniendamm,autobus,"52.607850168715785, 13.323802799642452",['A12'],,
19671258,Waldemarplatz,autobus,"52.43775537029681, 13.220189780766606",['A53'],,
19671259,"Waldesruh, Malhlsdorferallee",autobus,"52.48493120102871, 13.629069441163518",['A8'],,
19671260,Waldhornstr.,autobus,"52.60288515165948, 13.308053424389595",['A20'],,
19671261,Waldidyll,tram,"52.3860340785458, 13.633711636146101",['86'],,
19671262,Waldkrankenhaus,autobus,"52.56214542863615, 13.158340085815741",['A5'],,
19671263,Waldschänke,autobus,"52.443318139967566, 13.68593963431219",['A22'],,
19671264,Waldstr. Ecke Turmstr.,autobus,"52.52720083563926, 13.330524926971268",['A72'],,
19671265,Waldstr./Gotzkowskystr.,autobus,"52.52721622390326, 13.330524512340718",['A70'],,
19671266,Walter-Schreiber-Platz,autobus,"52.465038263870944, 13.328465797721938",['A76'],,
19671267,Walter-Ulbricht-Stadion,tram,"52.535963327585435, 13.376321651970404","['82', '69']",,
19671268,Walter-Ulbricht-Stadion über Greifswalderstr.,tram,"52.536515137173154, 13.377775719050113",['73'],,
19671269,"Walter-Ulbricht-Stadion, Pflugstr.",tram,"52.53684981281907, 13.37952867915674",['63'],,
19671270,Waltersdorf,autobus,"52.36492901110609, 13.555712408051676",['AD/38'],,
19671271,Walther-Ulbricht-Stadion,autobus,"52.53664798445947, 13.378298128444149",['A59'],,
19671272,Wannsee,ferry,"52.421928022812146, 13.175815964118582",['Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)'],,
19671273,Wannsee,s-bahn,"52.4214,13.1792","['KBS 100h', 'KBS 100e']",Q111325896,
19671274,Warnemünderstr.,autobus,"52.47539404289092, 13.290313295533931",['A17'],,
19671275,Warnemünder/Berkaerstr.,autobus,"52.47543626291202, 13.290288437340868",['A60'],,
19671276,Warschauerstr.,s-bahn,"52.506416666667,13.450955555556","['KBS 104', 'KBS 103', 'KBS 102', 'KBS 103a', 'KBS 101']",Q111252298,
19671277,Warschauerstr.,omnibus,"52.512432267445355, 13.452598837307189",['O30'],,
19671278,Warschauerstr.,tram,"52.50502,13.44863","['82', '3']",Q63490275,
19671279,"Wartenberg, Lindenbergerstr.",autobus,"52.574853834797615, 13.518015937548133",['A39'],,
19671280,"Wartenberg, Schule",autobus,"52.582883330021566, 13.52853971108729",['A39'],,
19671281,"Wartenberg, Siedlung",autobus,"52.58393195902164, 13.53076033685478",['A39'],,
19671282,Washingtonplatz,autobus,"52.52421575930872, 13.370599576836959",['A83'],,
19671283,Wasserwerk,tram,"52.4560563,13.6419956",['87'],Q66362601,
19671284,Wattstr. Ecke Usedomerdamm,autobus,"52.54024702440249, 13.39066183882669",['A90'],,
19671285,Waßmannsdorferchaussee Ecke Neuköllnerstr.,autobus,"52.41568285471829, 13.496218336798636",['A93'],,
19671286,Wedding,s-bahn,"52.5425,13.3661","['KBS 100a', 'KBS 100']",Q638604,
