Unnamed: 0,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency,Length (km)
19,196120,1961,64,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Dönhoffplatz",27,Ost,20,
20,196121,1961,66,strassenbahn,Belziger Strasse<> Bergstrasse,12,West,10,
21,196122,1961,69,strassenbahn,"Johannisthal, Haeckelstrasse<> Bhf. Siegfriedstrasse",40,Ost,10,
22,196123,1961,70,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Am Kupfergraben",49,Ost,12,
23,196124,1961,71,strassenbahn,"Heinersdorf, Romain-Rolland-Str.<> Jüdenstrasse, Molkenmarkt",32,Ost,10,
24,196125,1961,72,strassenbahn,"Weißensee, Pasedagplatz<> Taubenstrasse",44,Ost,12,
25,196126,1961,73,strassenbahn,Bhf. Lichterfelde-Ost<> Potsdamer Platz,42,West,20,
26,196127,1961,74,strassenbahn,Finckensteinallee<> Potsdamer Platz,39,West,20,
27,196128,1961,74,strassenbahn,"Weißensee, Pasedagplatz<> Leipziger Strasse Ecke Wilhelmstrasse",39,Ost,8,
28,196129,1961,74E,strassenbahn,Klement-Gottwald-Allee Ecke Rennbahnstrasse<> Spittelmarkt,31,Ost,8,
29,196130,1961,75,strassenbahn,"Bhf. Zoo, Kantstrasse<> Hakenfelde",59,West,20,
30,196131,1961,76,strassenbahn,"Bhf. Zoo, Kantstrasse<> Johannesstift",60,West,20,
31,196132,1961,77,strassenbahn,Bhf. Zoo<> Goerzallee,49,West,20,
32,196133,1961,78,strassenbahn,Bhf. Zoo<> Lichterfelde-West Lindenstrasse,48,West,20,
33,196134,1961,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Alexanderplatz, Elisabethstrasse",64,Ost,20,
34,196135,1961,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,50,Ost,20,
35,196136,1961,84,strassenbahn,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,Ost,20,
36,196137,1961,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",43,Ost,20,
37,196138,1961,87,strassenbahn,Rahnsdorf<> Wiener Brücke,69,Ost,20,
38,196139,1961,92,strassenbahn,"Oberspree, Bruno-Bürgel-Weg<> Wiener Brücke",30,Ost,20,
39,196140,1961,95,strassenbahn,Krankenhaus Köpenick<> S-Bhf. Baumschulenweg,33,Ost,20,
40,196141,1961,95P,strassenbahn,S-Bhf. Baumschulenweg<> Sonnenallee,3,Ost,20,
41,196142,1961,95,strassenbahn,Mehringplatz<> Schwarzer Weg Ecke Sonnenallee,26,West,15,
42,196143,1961,96,strassenbahn,Lindenstrasse<> Schwelmer Strasse Ecke Ostpreußendamm,45,West,15,
43,196144,1961,A1,bus,Waldstrasse Ecke Turmstrasse<> Lichterfelde-West Lindenstrasse,58,West,15,
44,196145,1961,A2,bus,"Ernst-Reuter-Platz, Straße des 17. Juni<> Trippsteinstrasse",40,West,15,
45,196146,1961,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,West,10,
46,196147,1961,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,West,10,
47,196148,1961,A11,bus,Saargemünder Strasse<> Trippsteinstrasse,30,West,7,
48,196149,1961,A12,bus,Gartenstrasse Ecke Bernauer Strasse<> Hainbuchenstrasse,54,West,20,
49,196150,1961,A13,bus,Alt-Heiligensee<> Weinmeisterhornweg,59,West,15,
50,196151,1961,A14,bus,Alt-Heiligensee<> Rügener Strasse,53,West,15,
51,196152,1961,A15,bus,Lübarser Strasse<> Bhf. Frohnau,41,West,15,
52,196153,1961,A16,bus,Louise-Schroeder-Platz<> Englerallee,44,West,10,
53,196154,1961,A17,bus,Bhf. Grunewald<> Saaleckplatz,46,West,10,
54,196155,1961,A18,bus,Saargemünder Strasse<> Kohlhasenbr ck,32,West,20,
55,196156,1961,A19,bus,Roseneck<> Flughafen,40,West,10,
56,196157,1961,A20,bus,"Tegelort<> Lübars, Dorfaue",36,West,15,
57,196158,1961,A21,bus,Wentowsteig<> U-Bhf. Fehrbelliner Platz,49,West,15,
58,196159,1961,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",29,Ost,20,
59,196160,1961,A23,bus,"Altglienicke, Kirche<> Altglienicke, Kirche",13,Ost,20,
60,196161,1961,A24,bus,Wiebestrasse<> Flughafen,43,West,5,
61,196162,1961,A25,bus,Unionplatz<> Gutschmidtstrasse,63,West,10,
62,196163,1961,A26,bus,VEB Bautransporte<> Bhf. Schöneweide,5,Ost,15,
63,196164,1961,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Müggelheim",43,Ost,10,
64,196165,1961,A28,bus,Loewenhardtdamm<> Heckmannufer,29,West,7,
65,196166,1961,A29,bus,Roseneck<> Askanischer Platz,32,West,10,
66,196167,1961,A31,bus,Machandelweg<> Heidebergplan,27,West,12,
67,196168,1961,A32,bus,Breitenbachplatz<> Bhf. Marienfelde,28,West,5,
68,196169,1961,A33,bus,Bhf. Steglitz<> Kaiserstrasse,15,West,10,
69,196170,1961,A34,bus,"Spandau, Friedhof<> Gutshof",45,West,30,
70,196171,1961,A35,bus,Germersheimer Platz<> Hottengrund,38,West,30,
71,196172,1961,A38,bus,Waltersdorf<> S-Bhf. Grünau,18,Ost,20,
72,196173,1961,A39,bus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenberger Strasse",13,Ost,16,
73,196174,1961,A4,bus,Brixplatz<> Harzer Strasse,56,West,10,
74,196175,1961,A42,bus,"Buch, Kiesgruben<> Prenzlauer Promenade (Spitze)",31,Ost,12,
75,196176,1961,A43,bus,Bürknersfelde<> U-Bhf. Friedrichsfelde,19,Ost,20,
76,196177,1961,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,Ost,13,
77,196178,1961,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,8,Ost,10,
78,196179,1961,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",42,Ost,23,
79,196180,1961,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,Ost,15,
80,196181,1961,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,Ost,15,
81,196182,1961,A48,bus,Potsdamer Strasse Ecke Fischerhüttenstrasse<> Margaretenstrasse,38,West,10,
82,196183,1961,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Bausdorfstrasse",14,Ost,20,
83,196184,1961,A5,bus,Machandelweg<> Waldkrankenhaus,24,West,10,
84,196185,1961,A50,bus,Roseneck<> Prager Platz,15,West,10,
85,196186,1961,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,30,
86,196187,1961,A52,bus,Alt-Marienfelde<> Mimosenweg,37,West,30,
87,196188,1961,A53,bus,Schlachtensee<> Thuner Platz,26,West,20,
88,196189,1961,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Liebermannstrasse Ecke Piesporter Strasse",42,Ost,20,
89,196190,1961,A56,bus,"Weißensee, Nüßlerstrasse<> Wicherstrasse Ecke Prenzlauer Allee",13,Ost,15,
90,196191,1961,A57,bus,Kniprodestrasse Ecke Ermländische Strasse<> Scharnhorststrasse,24,Ost,7,
91,196192,1961,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,60,
92,196193,1961,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",25,West,10,
93,196194,1961,A61,bus,"ZobeltitzStrasse<> Gartenplatz, Feldstrasse",32,West,10,
94,196195,1961,A62,bus,Wittenau<> Wittenbergplatz,38,West,10,
95,196196,1961,A63,bus,Radelandstrasse<> Seegefelder Weg,30,West,30,
96,196197,1961,A64,bus,Bernauer Strasse Ecke Wolliner Strasse<> Nachtigalplatz,22,West,10,
97,196198,1961,A65,bus,Goebelplatz<> Bhf. Sonnenallee,56,West,10,
98,196199,1961,A66,bus,"Doppel-Süd, Berlepschstrasse<> U-Bhf. Onkel-Toms-Hütte",13,West,20,
99,1961100,1961,A67,bus,"Jerusalems-Kirche, Lindenstrasse<> U-Bhf. Grenzallee",25,West,10,
100,1961101,1961,A68,bus,Clayallee Ecke Königin-Luise-Strasse<> Bhf. Tempelhof,36,West,15,
101,1961102,1961,A69,bus,Eichkamp<> Kongreßhalle,29,West,20,
102,1961103,1961,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",37,Ost,10,
103,1961104,1961,A70,bus,"Bhf. Wollankstrasse<> Wiebestrasse, Strassenbahnhof",28,West,10,
104,1961105,1961,A71,bus,Bhf. Wilhelmsruh<> Bernauer Strasse Ecke Wolliner Strasse,22,West,15,
105,1961106,1961,A72,bus,"Alt-Reinickendorf Ecke Rödern Allee<> Nonnendammallee, Siemensstadt",41,West,15,
106,1961107,1961,A73,bus,Bhf. Zoo<> Buschkrug Alle Ecke Blaschko-Allee,36,West,12,
107,1961108,1961,A74,bus,Königin-Elisabeth-Strasse<> Eythstrasse,40,West,15,
108,1961109,1961,A75,bus,Munsterdamm Ecke Steglitzer Damm<> Wiener Brücke,42,West,10,
109,1961110,1961,A76,bus,Blohmstrasse Ecke Wünsdorfer Strasse<> Platz der Luftbrücke,36,West,10,
110,1961111,1961,A77,bus,Daimlerstrasse<> Platz der Luftbrücke,25,West,10,
111,1961112,1961,A8,bus,"Waldesruh, Malhlsdorfer Allee<> U-Bhf. Friedrichsfelde",36,Ost,8,
112,1961113,1961,A8E,bus,Sadowastrasse<> U-Bhf. Friedrichsfelde,24,Ost,11,
113,1961114,1961,A82P,bus,Kinderheim<> Markgrafendamm,5,Ost,20,
114,1961115,1961,A9,bus,Kurische Strasse<> Scharnhorststrasse Ecke Kieler Strasse,27,Ost,6,
115,1961116,1961,Flughafen Schönefeld <> Strausberger Platz,bus,Flughafen Schönefeld<> Strausberger Platz,45,Ost,10,
116,1961117,1961,AD/36,bus,"Diepensee, Flughafen<> S-Bhf. Grünau",27,Ost,7,
117,1961118,1961,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",15,Ost,45,
118,1961119,1961,AS1,bus,Bhf. Zoo<> Hohenzollernring,28,West,15,
119,1961120,1961,AS2,bus,"Bhf. Zoo<> Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",40,West,20,
120,1961121,1961,AS3,bus,Bhf. Zoo<> Rathaus Zehlendorf,24,West,15,
121,1961122,1961,AZ,bus,Groß Ziethen<> S-Bhf. Grünau,36,Ost,60,
122,1961123,1961,A I,u-bahn,Gleisdreieck<> Reichskanzlerplatz,18,West,10,
123,1961124,1961,A II,u-bahn,Kottbusser Tor<> Krumme Lanke,36,West,10,
124,1961125,1961,A III,u-bahn,Deutsche Oper (Bismarckstr.)<> Richard-Wagner-Platz,1,West,10,
125,1961126,1961,B I,u-bahn,Schlesisches Tor<> Ruhleben,35,West,10,
126,1961127,1961,B II,u-bahn,Schlesisches Tor<> Krumme Lanke,40,West,10,
127,1961128,1961,B III,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstr.),6,West,5,
128,1961129,1961,C I,u-bahn,Tegel<> Grenzallee,40,West,5,
129,1961130,1961,C II,u-bahn,Mehringdamm<> Tempelhof (Südring),5,West,5,
130,1961131,1961,D,u-bahn,Gesundbrunnen<> Leinestr.,19,West,10,
131,1961132,1961,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,Ost,2,
132,1961133,1961,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),16,Ost,5,
133,1961134,1961,KBS 100,s-bahn,Gesundbrunnen<> Sonnenallee,0,West,0,
134,1961135,1961,KBS 100a,s-bahn,Wilmersdorf<> Grünau,0,West,0,
135,1961136,1961,KBS 100c,s-bahn,Gartenfeld<> Jungfernheide,0,West,0,
136,1961137,1961,KBS 101,s-bahn,Friedrichstr.<> Strausberg,0,Ost,0,
137,1961138,1961,KBS 101,s-bahn,Spandau West<> Friedrichstr.,0,West,0,
138,1961139,1961,KBS 101c,s-bahn,Strausberg<> Strausberg Nord,0,Ost,0,
139,1961140,1961,KBS 102,s-bahn,Potsdam<> Griebnitzsee,0,Ost,0,
140,1961141,1961,KBS 102,s-bahn,Friedrichstr.<> Erkner,0,Ost,0,
141,1961142,1961,KBS 102,s-bahn,Wannsee<> Friedrichstr.,0,West,0,
142,1961143,1961,KBS 103,s-bahn,Falkensee<> Albrechtshof,0,Ost,0,
143,1961144,1961,KBS 103,s-bahn,Friedrichstr.<> Königs Wusterhausen,0,Ost,0,
144,1961145,1961,KBS 103a,s-bahn,Greifswalder Str.<> Spindlersfeld,0,Ost,0,
145,1961146,1961,KBS 103a,s-bahn,Spandau West<> Jungfernheide,0,West,0,
146,1961147,1961,KBS 104a,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,West,0,
147,1961148,1961,KBS 104,s-bahn,Gesundbrunnen<> Wannsee,0,West,0,
148,1961149,1961,KBS 104,s-bahn,Oranienburg<> Hohen-Neuendorf (b Bln),0,Ost,0,
149,1961150,1961,KBS 105,s-bahn,Velten (Mark)<> Hennigsdorf (b Bln),0,Ost,0,
150,1961151,1961,KBS 105,s-bahn,Heiligensee<> Lichtenrade,0,West,0,
151,1961152,1961,KBS 105,s-bahn,Mahlow<> Rangsdorf,0,Ost,0,
152,1961153,1961,KBS 106,s-bahn,Frohnau<> Lichterfelde Süd,0,West,0,
153,1961154,1961,KBS 106,s-bahn,Bernau (b Bln)<> Grünau,0,Ost,0,
154,1961155,1961,O30,bus,Kosterstrasse<> Klosterstrasse,72,Ost,20,
155,1961156,1961,O37,bus,Dimitroffstrasse Ecke Leninallee<> Bhf. Lichtenberg,46,Ost,20,
156,1961157,1961,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,10,
157,1961158,1961,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",bus,"S-Bhf. Friedrichshagen<> Rüdersdorf, Karl-Marx-Platz",40,Ost ,20,
158,1961159,1961,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),bus,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,22,Ost ,20,
159,1961160,1961,Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus,Alt-Schmöckwitz<> Bhf. Eichwalde,14,Ost,60,
160,1961161,1961,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",bus,"S-Bhf. Grünau<> Potsdam, Bassinplatz",49,Ost,30,
161,1961162,1961,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus,"Reifenwerk<> Ziegenhals, VA Dienststelle",19,Ost,56,
162,1961163,1961,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,20,West,60,
0,19641,1964,1,strassenbahn,Ostbahnhof<> Hannoversche Strasse,28,Ost,20,
1,19642,1964,A1P,bus,"Adalbertstrasse<> Alexanderplatz, Grunerstrasse",6,Ost,10,
2,19643,1964,3,strassenbahn,S-Bhf. Warschauer Strasse<> Björnsonstrasse,45,Ost,12,
3,19644,1964,4,strassenbahn,S-Bhf. Warschauer Strasse<> Eberswalderstrasse Ecke Oderberger Strasse,26,Ost,12,
4,19645,1964,11,strassenbahn,Heinrich-Heine-Strasse<> Am Kupfergraben,27,Ost,20,
5,19646,1964,13,strassenbahn,Hönower Wiesenweg Ecke Blockdammweg<> Oderberger Strasse Ecke Eberswalderstrasse,38,Ost,14,
6,19647,1964,15,strassenbahn,Daimlerstrasse<> Schulenburgpark,36,West,10,
7,19648,1964,22,strassenbahn,"Rosenthal, Hauptstrasse<> S-Bhf. Jannowitzbrücke",46,Ost,12,
8,19649,1964,46,strassenbahn,"Niederschönhausen, Schillerstrasse<> Am Kupfergraben",47,Ost,5,
9,196410,1964,47,strassenbahn,Gradestrasse Ecke Tempelhofer Weg<> Große-Ziethen Chaussee Ecke Waltersdorfer Chaussee,21,West,10,
10,196411,1964,49,strassenbahn,"Buchholz, Hauptstrasse<> Hackescher Markt, Große Präsidentenstrasse",39,Ost,11,
11,196412,1964,53,strassenbahn,Richard-Wagner-Platz<> Hakenfelde,40,West,20,
12,196413,1964,54,strassenbahn,Richard-Wagner-Platz<> Johannesstift,41,West,20,
13,196414,1964,55,strassenbahn,Bhf. Zoo<> Hakenfelde,51,West,15,
14,196415,1964,63,strassenbahn,"Hohenschönhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstrasse",38,Ost,20,
15,196416,1964,64,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Dönhoffplatz",40,Ost,20,
16,196417,1964,69,strassenbahn,"Johannisthal, Haeckelstrasse<> Walter-Ulbricht-Stadion",84,Ost,20,
17,196418,1964,69E,strassenbahn,"Johannisthal, Haeckelstrasse<> Kniprodestrasse",55,Ost,20,
18,196419,1964,70,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Am Kupfergraben",49,Ost,10,
19,196420,1964,72,strassenbahn,"Weißensee, Pasedagplatz<> Taubenstrasse Ecke Glinkastrasse",44,Ost,12,
20,196421,1964,74,strassenbahn,"Wießensee, Pasedagplatz<> Leipziger Strasse Ecke Wilhelmstrasse",37,Ost,6,
21,196422,1964,74E,strassenbahn,Klement-Gottwald-Allee Ecke Rennbahnstrasse<> Spittelmarkt,28,Ost,6,
22,196423,1964,75,strassenbahn,"Bhf. Zoo, Kantstrasse<> Hakenfelde",58,West,20,
23,196424,1964,76,strassenbahn,"Bhf. Zoo, Kantstrasse<> Johannesstift",59,West,20,
24,196425,1964,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Walter-Ulbricht-Stadion",88,Ost,20,
25,196426,1964,82P,bus,Kinderheim<> Markgrafendamm,5,Ost,20,
26,196427,1964,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,44,Ost,20,
27,196428,1964,84,strassenbahn,"Am Falkenberg<> Friedrichshagen, Wasserwerk",57,Ost,10,
28,196429,1964,85,strassenbahn,"Wendenschloß<> Johannisthal, Haeckelstrasse",42,Ost,20,
29,196430,1964,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",43,Ost,20,
30,196431,1964,87,strassenbahn,Rahnsdorf<> Wiener Brücke,67,Ost,20,
31,196432,1964,92,strassenbahn,"Oberspree, Bruno-Bürgel-Weg<> Sonnenallee Ecke Baumschulenstrasse",18,Ost,15,
32,196433,1964,95,strassenbahn,Krankenhaus Köpenick<> Wiener Brücke,47,Ost,20,
33,196434,1964,95,strassenbahn,Mehringplatz<> Schwarzer Weg Ecke Sonnenallee,25,West,15,
34,196435,1964,96,strassenbahn,Lindenstrasse<> Goerzallee,49,West,15,
35,196436,1964,A1,bus,"Moabit, Waldstrasse Ecke Turmstrasse<> Lindenstrasse Ecke Müllerstrasse",58,West,15,
36,196437,1964,A2,bus,Bhf. Zoo<> Trippsteinstrasse,39,West,10,
37,196438,1964,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,West,10,
38,196439,1964,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,West,10,
39,196440,1964,A11,bus,"Saargemünder Strasse<> Marienfelde, Alt-Marienfelde",34,West,7,
40,196441,1964,A12,bus,Gartenstrasse Ecke Bernauer Strasse<> Hainbuchenstrasse Ecke Kastanienallee,54,West,20,
41,196442,1964,A12S,bus,Leopoldplatz<> Zeltinger Platz,31,West,10,
42,196443,1964,A13,bus,Alt-Heiligensee<> Weinmeisterhornweg,57,West,15,
43,196444,1964,A14,bus,Alt-Heiligensee<> Rügener Strasse,53,West,20,
44,196445,1964,A15,bus,"Lübarser Strasse Ecke Eichhorster Weg<> Frohnau, Invalidensiedlung",55,West,20,
45,196446,1964,A16,bus,Osloer Strasse<> Englerallee,50,West,15,
46,196447,1964,A17,bus,"Grunewald, Fontanestrasse<> Saaleckplatz",46,West,10,
47,196448,1964,A18,bus,Saargemünder Strasse<> Kohlhasenbrück,32,West,20,
48,196449,1964,A19,bus,Roseneck<> Flughafen,39,West,10,
49,196450,1964,A20,bus,"Tegelort<> Lübars, Dorfaue",36,West,15,
50,196451,1964,A21,bus,Wentowsteig<> U-Bhf. Fehrbelliner Platz,50,West,15,
51,196452,1964,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",27,Ost,20,
52,196453,1964,A23,bus,"Falkenhöhe<> Altglienicke, Kirche",20,Ost,20,
53,196454,1964,A24,bus,Wiebestrasse<> Flughafen,39,West,15,
54,196455,1964,A25,bus,Unionplatz<> Grüner Weg Ecke Buschkrug Allee,59,West,10,
55,196456,1964,A26,bus,VEB Bautransporte<> Bhf. Schöneweide,5,Ost,15,
56,196457,1964,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Müggelheim",43,Ost,10,
57,196458,1964,A28,bus,Loewenhardtdamm<> Heckmannufer,30,West,7,
58,196459,1964,A29,bus,Roseneck<> Oranienplatz,40,West,10,
59,196460,1964,A31,bus,Machandelweg<> Heidebergplan,30,West,20,
60,196461,1964,A32,bus,Breitenbachplatz<> Bhf. Marienfelde,28,West,6,
61,196462,1964,A33,bus,"Berlinickestrasse Ecke Albrechtstrasse<> Mariendorf, Kaiserstrasse",15,West,5,
62,196463,1964,A34,bus,"Spandau, Friedhof<> Gutshof",48,West,30,
63,196464,1964,A35,bus,"Spandau, Friedhof<> Hottengrund",45,West,30,
64,196465,1964,A35E,bus,Altenheim Hottengrund<> Alt-Kladow Ecke Kladower Damm,7,West,274,
65,196466,1964,A36,bus,Zentralflughafen<> S-Bhf. Grünau,21,Ost,20,
66,196467,1964,A39,bus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenberger Strasse",13,Ost,15,
67,196468,1964,A4,bus,Brixplatz<> Harzer Strasse,56,West,10,
68,196469,1964,A42,bus,"Buch, Kiesgruben<> Prenzlauer Promenade (Spitze)",31,Ost,10,
69,196470,1964,A43,bus,Bürknersfelde<> S-Bhf. Nöldnerplatz,23,Ost,20,
70,196471,1964,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,Ost,13,
71,196472,1964,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,7,Ost,10,
72,196473,1964,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",38,Ost,15,
73,196474,1964,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,Ost,15,
74,196475,1964,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,Ost,10,
75,196476,1964,A48,bus,Bhf. Schöneweide<> Bhf. Schöneweide,17,Ost,5,
76,196477,1964,A48,bus,"Potsdamer Strasse Ecke Fischerhüttenstrasse<> Philharmonie, Tiergartenstrasse",39,West,10,
77,196478,1964,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Bausdorfstrasse",14,Ost,20,
78,196479,1964,A5,bus,Machandelweg<> Nervenklinik,32,West,10,
79,196480,1964,A50,bus,Roseneck<> Prager Platz,19,West,10,
80,196481,1964,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,28,
81,196482,1964,A52,bus,"Marienfelde, Stadtrandsiedlung<> Stubenrauchstrasse Ecke Kanalstrasse",46,West,20,
82,196483,1964,A53,bus,Dreilindenstrasse<> Jungfernstieg,47,West,20,
83,196484,1964,A54,bus,Storkowerstrasse Ecke Greifswalderstrasse<> Dimitroffstrasse Ecke Leninallee,7,Ost,10,
84,196485,1964,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Liebermannstrasse Ecke Piesporter Strasse",39,Ost,16,
85,196486,1964,A56,bus,"Weißensee, Nüßlerstrasse<> Wicherstrasse Ecke Prenzlauer Allee",13,Ost,15,
86,196487,1964,A57,bus,Kniprodestrasse Ecke Ermländische Strasse<> Robert-Koch-Platz,24,Ost,7,
87,196488,1964,A58,bus,Fontanestrasse<> U-Bhf. Pankow,18,Ost,16,
88,196489,1964,A59,bus,Walther-Ulbricht-Stadion<> U-Bhf. Thälmannplatz,12,Ost,7,
89,196490,1964,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,30,
90,196491,1964,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",26,West,10,
91,196492,1964,A61,bus,"Zobeltitzstrasse<> Gartenplatz, Feldstrasse",32,West,10,
92,196493,1964,A62,bus,Wittenau<> Wittenbergplatz,38,West,15,
93,196494,1964,A63,bus,Radelandstrasse Ecke Niederheideweg<> Seegefelder Weg,31,West,20,
94,196495,1964,A64,bus,Bernauer Strasse Ecke Wolliner Strasse<> Höllenderstrasse Ecke Septimer Strasse,26,West,7,
95,196496,1964,A65,bus,Goebelplatz<> Schulenburgpark,56,West,10,
96,196497,1964,A66,bus,"Doppel-Süd, Berlepschstrasse<> U-Bhf. Onkel-Toms-Hütte",18,West,20,
97,196498,1964,A67,bus,"Jerusalems-Kirche, Lindenstrasse<> Otto-Wels-Ring",36,West,5,
98,196499,1964,A68,bus,Clayallee Ecke Königin-Luise-Strasse<> Bhf. Tempelhof,36,West,15,
99,1964100,1964,A69,bus,Eichkamp<> Moltkebrücke,32,West,20,
100,1964101,1964,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",34,Ost,12,
101,1964102,1964,A7E,bus,"Schildow, Kirche<> U-Bhf. Vinetastrasse",23,Ost,11,
102,1964103,1964,A70,bus,"Bhf. Wollankstrasse<> Wiebestrasse, Strassenbahnhof",27,West,10,
103,1964104,1964,A71,bus,Bhf. Wilhelmsruh<> Bernauer Strasse Ecke Wolliner Strasse,22,West,15,
104,1964105,1964,A72,bus,Alt-Reinickendorf Ecke Rödern Allee<> Gartenfeld,46,West,15,
105,1964106,1964,A73,bus,Bhf. Zoo<> Buschkrug Alle Ecke Blaschko-Allee,35,West,10,
106,1964107,1964,A74,bus,Königin-Elisabeth-Strasse<> Eythstrasse,39,West,15,
107,1964108,1964,A75,bus,Munsterdamm Ecke Steglitzer Damm<> Hermannplatz,47,West,10,
108,1964109,1964,A76,bus,Blohmstrasse Ecke Wünsdorfer Strasse<> Platz der Luftbrücke,36,West,10,
109,1964110,1964,A77,bus,Daimlerstrasse<> Platz der Luftbrücke,25,West,10,
110,1964111,1964,A78,bus,Tropfsteinweg Ecke Quarz-Weg<> Platz der Luftbrücke,26,West,10,
111,1964112,1964,A79,bus,Leopoldplatz<> Sommerstrasse Ecke Klemkestrasse,16,West,10,
112,1964113,1964,A8,bus,"Waldesruh, Malhlsdorfer Allee<> U-Bhf. Friedrichsfelde",33,Ost,10,
113,1964114,1964,A8E,bus,Sadowastrasse<> U-Bhf. Friedrichsfelde,21,Ost,10,
114,1964115,1964,A80,bus,"Spandau, Breitestrasse<> Nennhauser Damm Ecke Brunsbütteler Damm",16,West,10,
115,1964116,1964,A81,bus,"Bhf. Zoo, Hardenbergplatz<> Imbrosweg Ecke Dardanellenweg",44,West,10,
116,1964117,1964,A83,bus,Nettelbeckplatz<> Belßstrasse,47,West,10,
117,1964118,1964,A84,bus,Ringstrasse Ecke Pestalozziplatz<> Gotenstrasse Ecke Torgauerstrasse,33,West,10,
118,1964119,1964,A85,bus,"Bhf. Zoo, Hardenbergplatz<> Holtheimer Weg",45,West,10,
119,1964120,1964,A86,bus,Invalidenstrasse<> Birkbuschstrasse Ecke Siemensstrasse,51,West,15,
120,1964121,1964,A87,bus,"Richard-Wagner-Platz, Wintersteinstrasse<> Sophie-Charlotten-Strasse Ecke Pulsstrasse",10,West,20,
